case_name,aircon,ventilation,exhaust,1_x,1_y,1_z,1_angle,2_x,2_y,2_z,2_angle,3_x,3_y,3_z,3_angle,4_x,4_y,4_z,4_angle,5_x,5_y,5_z,5_angle,office_size_x,office_size_y,RoI,predict values,residuals,legend
office15_960_246_aout,960,246,1,3.166,3.99,1.255,0.0,3.166,2.54,1.255,0.0,1.266,4.69,1.255,0.0,1.266,3.24,1.255,0.0,1.266,1.79,1.255,0.0,7.0,6.0,167.0142857142857,165.24397522923084,-1.770310485054864,Training:office15
office15_960_164_aout,960,164,1,3.166,3.99,1.255,0.0,3.166,2.54,1.255,0.0,1.266,4.69,1.255,0.0,1.266,3.24,1.255,0.0,1.266,1.79,1.255,0.0,7.0,6.0,153.57142857142858,157.6263028762835,4.054874304854906,Training:office15
office15_0_164_bout,0,164,2,3.166,3.99,1.255,0.0,3.166,2.54,1.255,0.0,1.266,4.69,1.255,0.0,1.266,3.24,1.255,0.0,1.266,1.79,1.255,0.0,7.0,6.0,149.2190476190476,146.56614073903648,-2.652906880011102,Training:office15
office15_0_246_bout,0,246,2,3.166,3.99,1.255,0.0,3.166,2.54,1.255,0.0,1.266,4.69,1.255,0.0,1.266,3.24,1.255,0.0,1.266,1.79,1.255,0.0,7.0,6.0,136.64761904761903,138.1406606508943,1.493041603275259,Training:office15
office15_960_82_bout,960,82,2,3.166,3.99,1.255,0.0,3.166,2.54,1.255,0.0,1.266,4.69,1.255,0.0,1.266,3.24,1.255,0.0,1.266,1.79,1.255,0.0,7.0,6.0,155.7809523809524,157.7751928802744,1.9942404993219895,Training:office15
office15_660_0,660,0,3,3.166,3.99,1.255,0.0,3.166,2.54,1.255,0.0,1.266,4.69,1.255,0.0,1.266,3.24,1.255,0.0,1.266,1.79,1.255,0.0,7.0,6.0,148.4190476190476,148.7383006161645,0.31925299711690514,Training:office15
office15_360_246_aout,360,246,1,3.166,3.99,1.255,0.0,3.166,2.54,1.255,0.0,1.266,4.69,1.255,0.0,1.266,3.24,1.255,0.0,1.266,1.79,1.255,0.0,7.0,6.0,143.85238095238094,143.7440028884036,-0.10837806397734084,Training:office15
office15_960_0,960,0,3,3.166,3.99,1.255,0.0,3.166,2.54,1.255,0.0,1.266,4.69,1.255,0.0,1.266,3.24,1.255,0.0,1.266,1.79,1.255,0.0,7.0,6.0,149.96190476190478,149.83458178525564,-0.12732297664913972,Training:office15
office15_960_246_bout,960,246,2,3.166,3.99,1.255,0.0,3.166,2.54,1.255,0.0,1.266,4.69,1.255,0.0,1.266,3.24,1.255,0.0,1.266,1.79,1.255,0.0,7.0,6.0,152.73809523809524,153.82391312285745,1.085817884762207,Training:office15
office9_360_164_bout,360,164,2,1.266,2.39,1.255,0.0,1.266,0.94,1.255,0.0,3.016,2.39,1.255,0.0,3.016,0.94,1.255,0.0,4.766,0.94,1.255,0.0,9.0,4.0,175.20555555555555,177.09840983941248,1.8928542838569342,Training:office9
